Judul,Lokasi,Lokasi_Clean,Harga,Kamar,WC,Parkir,Luas_Tanah,Luas_Bangunan,Harga_Normalized,Kamar_Normalized,WC_Normalized,Parkir_Normalized,Luas_Tanah_Normalized,Luas_Bangunan_Normalized,Judul_Clean,Deskripsi_Clean,Image_Link,Property_Link
Rumah Murah Yogyakarta Kulon Progo Ada Taman Bermain Ala Jepang,"Kulonprogo, Kulon Progo",kulonprogo kulon progo,67500000,2,1,1,74,36,0.013268156,0.111111111,0,0,0.230434783,0.157894737,rumah murah yogyakarta kulon progo taman main ala jepang,rumah murah jogja angsur 1 juta one gate gaya jepang harga minimal rumah 200 juta barat jogja konsep rumah modern gaya japan bekal smarthome system one gate system rumah playground pos security cctv spesifikasi batas 20 unit luas tanah mulai 70 m2 luas bangun 36 m2 2 kamar tidur 1 kamar mandi dapur ruang tamu carport taman listrik 1300 watt air bersih pdam legalitas shm pbg unggul 400 meter brimob sentolo 400 meter smpn 2 sentolo 17 km calon exit tol sentolo 3 km kawasan industri sentolo,https://picture.rumah123.com/r123-images/720x420-crop/customer/1173285/2023-12-13-08-10-58-a9e4a9b0-8bf0-44cf-91f7-4a4b61d7d562.png,https://www.rumah123.com/properti/kulon-progo/hos15774015/
RUMAH FULL FURNIS  KOLAM RENANG  COCOK UNTUK HUNIAN  INVESTASI,"Maguwoharjo, Yogyakarta",maguwoharjo yogyakarta,1500000000,5,3,2,225,181,0.413407821,0.444444444,0.2,1,0.886956522,0.851674641,rumah full furnis kolam renang cocok huni investasi,03 jual rumah full furnish lokasi griya taman asri jalan solo maguwoharjo sleman jogja speasifikasi luas tanah 182 m luas bangun 225 kamar tidur 5 kamar mandi 3 ruang tamu ruang keluarga ruang makan dapur balkon gudang besar gudang kecil carport kolam renang bonus kulkas actv kasur legalitas shm imb harga 15 milyar akses lokasi mobil papas rumah security 24 jam dekat bandara adisucipto dekat fasilitas umum cocok huni investasi milik pindah kalimantan hub 081232661xxx,https://picture.rumah123.com/r123-images/720x420-crop/customer/1903945/2023-12-13-07-01-26-d69a702c-2a95-4514-8164-cf3d02a03cf2.jpg,https://www.rumah123.com/properti/yogyakarta/hos15772966/
Rumah Timur Uii Terpadu Jalan Kaliurang,"Ngaglik, Sleman",ngaglik sleman,1100000000,3,2,1,147,80,0.301675978,0.222222222,0.1,0,0.547826087,0.368421053,rumah timur uii padu jalan kaliurang,ready unit rumah jalan kaliurag km 13 design ceiling tinggi sisa 5 unit 7 unit rumah salah satu daerah ramai bangun rumah cluster milik jangkau pusat aktifitas kantor kota fasilitas umum sangat pada banyak sekolah akademis bagus al azhar cairo sekolah unggul smpn 4 pakem uii padu beberapa pilih fasilitas sehat rs gramedika rs panti nugroho fasilitas umum lain rumah rupa satu opsi baik usung ceiling tinggi sirkulasi udara bagus bangun lihat megah dapat beberapa tipe luas tanah 147 sd 184 luas bangun 80 85 100 kamar tidur 3 kamar mandi 2 carport 2 mobil tinggi ceiling 5 meter row jalan 5 meter dinding batu bata merah atap baja ringan genteng mutiara sni lantai granite 60x60 sanitair toto tara kusen pintu jatialmunium listrik 2200 va sertifikat shmpbg aksesibilitas 5 menit uii padu 5 menit rs gramedika,https://picture.rumah123.com/r123-images/720x420-crop/customer/1359895/2023-12-13-02-36-19-ad97f95d-c868-4af1-8e13-f6feff28aced.jpg,https://www.rumah123.com/properti/sleman/hos15768358/
Cluster Puri Badrachari,"Depok, Sleman",depok sleman,2250000000,4,3,2,204,138,0.622905028,0.333333333,0.2,1,0.795652174,0.645933014,cluster puri badrachari,jual rumah bagus cluster puri badchari lokasi jalan perumnas spesifikasi luas tanah 138 luas bangun 204 lantai 2 kamar tidur 4 kamar tidur bantu 1 kamar mandi 3 ac 4 dapur ruang keluarga pdam sumur garasi carpot legalitas shm imb pbb lengkap lokasi rumah dekat kampus banyak kos2 an banyak tempat2 kuliner,https://picture.rumah123.com/r123-images/720x420-crop/customer/1752670/2022-12-03-03-17-23-c87520cb-10b4-4937-86a5-8329f98a3064.jpg,https://www.rumah123.com/properti/sleman/hos11983236/
Rumah minimalis dalam perumahan dekat Hyatt di jl Palagan Sleman,"Mlati, Sleman",mlati sleman,1000000000,3,2,1,123,70,0.273743017,0.222222222,0.1,0,0.443478261,0.320574163,rumah minimal rumah dekat hyatt jl palagan sleman,rumah minimal rumah dekat hyatt jl palagan km7 n14 dekat kampus ugmmall pasar rumah sakit luas tanah 123 luas bangun 70 kamar tidur 3 kamar mandi 2 harga1milyar cek lokasi mohon kabar lebih,https://picture.rumah123.com/r123-images/720x420-crop/customer/1031605/2023-12-06-15-56-38-7ee8cf0d-b6ed-489f-8416-c3cfeea60cff.jpg,https://www.rumah123.com/properti/sleman/hos15699764/
Rumah Mewah Berbah Jogja Dekat Exit Tol Bokoharjo View Sawah,"Kalasan, Sleman",kalasan sleman,1480000000,4,2,1,125,100,0.407821229,0.333333333,0.1,0,0.452173913,0.464114833,rumah mewah bah jogja dekat exit tol bokoharjo view sawah,huni mewah desain american style manja keluarga saat sama rumah tambah view sawah buat cluster dkirana maison jadi salah satu huni favorit dan ada lokasi strategis unggul private cluster one gate rumah mewah design american style private pool 5 menit bandara adisucipto 7 menit calon exit tol purwomatani 7 menit kids fun 10 menit calon exit tol bokoharjo prambanan spesifikasi type 110 bonus private pool type 100 bonus jacuzzi ruang tamu dapur ruang keluarga taman legalitas shm bonus imb pbg,https://picture.rumah123.com/r123-images/720x420-crop/customer/1090270/2023-12-06-10-11-32-f768f8f1-1888-4702-be56-09c4f092ba77.png,https://www.rumah123.com/properti/sleman/hos15697424/
Rumah Bantul SHM  Imb Dekat Lapangan Kasihan,"Bantul, Yogyakarta",bantul yogyakarta,475000000,2,1,1,119,40,0.127094972,0.111111111,0,0,0.426086957,0.177033493,rumah bantul shm imb dekat lapang kasihan,rumah rumah desain scandinavian lokasi selatan kampus umy jogja unggul 3 menit 12 km alfamart tugu lilin 7 menit 31 km ringroad selatan 10 menit 45 km kampus umy 18 menit 96 km malioboro jogja info produk luas bangun 40 m2 luas tanah 153 m2 2 kamar tidur 1 kamar mandi carport ruang tamu ruang makan ruang keluarga dapur taman row jalan 5m lingkung padat rumah legalitas shm imbpbg,https://picture.rumah123.com/r123-images/720x420-crop/customer/1662307/2023-12-06-09-56-03-e4763207-24ba-40df-a45b-6f6f8ff48eca.jpg,https://www.rumah123.com/properti/yogyakarta/hos15697276/
Rumah Dijual Bantul Barat Alfamart Tugu Lilin Dalam Perumahan,"Bantul, Bantul",bantul bantul,470000000,2,1,1,119,40,0.125698324,0.111111111,0,0,0.426086957,0.177033493,rumah jual bantul barat alfamart tugu lilin rumah,rumah rumah desain scandinavian lokasi selatan kampus umy jogja unggul 3 menit 12 km alfamart tugu lilin 7 menit 31 km ringroad selatan 10 menit 45 km kampus umy 18 menit 96 km malioboro jogja info produk luas bangun 40 m2 luas tanah 153 m2 2 kamar tidur 1 kamar mandi carport ruang tamu ruang makan ruang keluarga dapur taman row jalan 5m lingkung padat rumah legalitas shm imbpbg,https://picture.rumah123.com/r123-images/720x420-crop/customer/1662307/2023-12-06-09-55-35-0310c2a6-be24-4e9b-9e3e-daf0df380132.jpg,https://www.rumah123.com/properti/bantul/hos15697273/
Rumah Bantul Cocok Untuk Homestay Dekat Lapangan Kasihan,"Bantul, Yogyakarta",bantul yogyakarta,470000000,2,1,2,153,40,0.125698324,0.111111111,0,1,0.573913043,0.177033493,rumah bantul cocok homestay dekat lapang kasihan,rumah rumah desain scandinavian lokasi selatan kampus umy jogja unggul 3 menit 12 km alfamart tugu lilin 7 menit 31 km ringroad selatan 10 menit 45 km kampus umy 18 menit 96 km malioboro jogja info produk luas bangun 40 m2 luas tanah 153 m2 2 kamar tidur 1 kamar mandi carport ruang tamu ruang makan ruang keluarga dapur taman row jalan 5m lingkung padat rumah legalitas shm imbpbg,https://picture.rumah123.com/r123-images/720x420-crop/customer/1662307/2023-12-06-09-54-54-5f043334-4ae5-4c2a-b9f1-3c76b0eef79a.jpg,https://www.rumah123.com/properti/yogyakarta/hos15697267/
Jual Rumah Bantul Siap Bangun 10 Menit Ke Kampus Umy,"Bantul, Yogyakarta",bantul yogyakarta,485000000,2,1,2,153,40,0.129888268,0.111111111,0,1,0.573913043,0.177033493,jual rumah bantul siap bangun 10 menit kampus umy,rumah rumah desain scandinavian lokasi selatan kampus umy jogja unggul 3 menit 12 km alfamart tugu lilin 7 menit 31 km ringroad selatan 10 menit 45 km kampus umy 18 menit 96 km malioboro jogja info produk luas bangun 40 m2 luas tanah 153 m2 2 kamar tidur 1 kamar mandi carport ruang tamu ruang makan ruang keluarga dapur taman row jalan 5m lingkung padat rumah legalitas shm imbpbg,https://picture.rumah123.com/r123-images/720x420-crop/customer/1662307/2023-12-06-09-54-36-e5b0c4fa-e80d-46cb-bf89-719b4194923f.jpg,https://www.rumah123.com/properti/yogyakarta/hos15697261/
Rumah Dijual Bantul Padat Perumahan 10 Menit Ke Kampus Umy,"Bantul, Yogyakarta",bantul yogyakarta,550000000,2,1,2,153,40,0.148044693,0.111111111,0,1,0.573913043,0.177033493,rumah jual bantul padat rumah 10 menit kampus umy,rumah rumah desain scandinavian lokasi selatan kampus umy jogja unggul 3 menit 12 km alfamart tugu lilin 7 menit 31 km ringroad selatan 10 menit 45 km kampus umy 18 menit 96 km malioboro jogja info produk luas bangun 40 m2 luas tanah 153 m2 2 kamar tidur 1 kamar mandi carport ruang tamu ruang makan ruang keluarga dapur taman row jalan 5m lingkung padat rumah legalitas shm imbpbg,https://picture.rumah123.com/r123-images/720x420-crop/customer/1662307/2023-12-06-09-54-12-ea45a2a4-b289-491e-954c-212e7b1862d8.jpg,https://www.rumah123.com/properti/yogyakarta/hos15697252/
Rumah murah di Sleman Utara strategis dekat Mall sch dan Pemda Sleman,"Sleman, Sleman",sleman sleman,605000000,2,1,1,100,60,0.163407821,0.111111111,0,0,0.343478261,0.272727273,rumah murah sleman utara strategis dekat mall sch pemda sleman,rumah murah luas sleman utara legalitas shm imb dekat kuliner jejamuran mall sch sleman harga 605jt tinggal 1 unit proses finishing posisi hook shm imb ready lokasi jogokerten jl magelang km11 sleman yogyakarta luas bangun 60 luas tanah 100 3 kamar tidur 1 kamar mandi air sumur galisumur bor listrik 1300w ruang tamu r makankeluarga dapur mini garden carport teras selling point lokasi dekat kuliner jejamuran pasar sleman mini market rsud sleman polres sleman pemda sleman sleman city hall mall unit batas tinggal 1 unit cash kpr ready more info httpswalinkaiqtsp,https://picture.rumah123.com/r123-images/720x420-crop/customer/1340732/2023-12-06-09-21-46-ac22f97a-3c25-46f8-865f-e00e9fe9bbd5.jpg,https://www.rumah123.com/properti/sleman/hos15696701/
Rumah murah strategis dekat pasar Cebongan dan Jogja kota,"Seyegan, Sleman",seyegan sleman,390000000,2,1,1,100,50,0.103351955,0.111111111,0,0,0.343478261,0.224880383,rumah murah strategis dekat pasar cebong jogja kota,rumah baru siap huni pesan bangun paling murah lokasi dekat pasar cebong jogja kota lokasi mangsel jl kebon agung barat pasar cebong 5 menit smk negeri 1sayegan 5 menit smp negeri 1 sayegan 5 menit pasar cebong 15 menit rsa ugm 15 menit kampus uty 20 menit kampus unisa 20 menit mall jcm 30 menit malioborostasiun tugu kpr dp mulai 10 harga 410jt 390jt sedia 8 unit luas tanah 100m shm imb luas bangun 45m2 ruang tamu semi buka kamar tidur satu kamar mandi ruang tamu ruang keluarga dapur listrik 1300wt air sumur jatpam belakang sisa tanah luas akses jln kavling 6m info survey lokasi,https://picture.rumah123.com/r123-images/720x420-crop/customer/1340732/2023-12-06-09-15-42-01d2df1d-e567-457c-a058-368c4f2ab992.jpg,https://www.rumah123.com/properti/sleman/hos15696171/
Rumah Bagus Murah Jl Kaliurang Ngaglik Sleman Dekat Kampus Ugm,"Ngaglik, Sleman",ngaglik sleman,1950000000,4,3,2,167,150,0.539106145,0.333333333,0.2,1,0.634782609,0.703349282,rumah bagus murah jl kaliurang ngaglik sleman dekat kampus ugm,rumah bagus siap huni ngaglik sleman shm lt 167m lb 150m ld 8m 4 kt 3 km 3300w air sumurpam carport 10 menit kampus ugm,https://picture.rumah123.com/r123-images/720x420-crop/customer/1799011/2023-12-06-06-35-05-10ef290a-a16d-410b-b8eb-6b25a97b86bf.jpg,https://www.rumah123.com/properti/sleman/hos15693183/
Rumah Bagus Dekat Rs Hermina Dan Lotte Grosir Yogyakarta,"Depok, Sleman",depok sleman,975000000,3,2,1,112,66,0.266759777,0.222222222,0.1,0,0.395652174,0.301435407,rumah bagus dekat rs hermina lotte grosir yogyakarta,kode 064wn properti rumah tinggal lokasi maguwoharjo depok jogja timur luas tanah 112 m2 luas bangun 66 m2 ld 7 m hadap selatan sertifikat shm imb spesifikasi 1 lantai 3 kt 2 km teras rt rk r mkn dapur garasi fasilitas listrik 2200w air sumurjetpump terang lokasi dekat rs hermina lotte grosir swalayan peni ayu kampus unriyo sanata dhrama instiper stadion maguwo jogja bay sekolah budi mulia lingkung rumah one gate system security 24 jam jalan lebar mobil simpang,https://picture.rumah123.com/r123-images/720x420-crop/customer/1121276/2023-12-06-04-43-50-90da5e68-de53-4352-be0d-561a693cbdc0.jpg,https://www.rumah123.com/properti/sleman/hos15691988/
Rumah Siap Huni Dalam Perum Jl Godean Sleman Dekat Pasar Godean,"Godean, Sleman",godean sleman,1750000000,2,2,2,205,85,0.483240223,0.111111111,0.1,1,0.8,0.392344498,rumah siap huni perum jl godean sleman dekat pasar godean,rumah bagus siap huni jalan godean sleman hgb lt 205m lb 85m ld 14m 2 kt 2 km 2200w air pam 3 menit pasar godean,https://picture.rumah123.com/r123-images/720x420-crop/customer/1799011/2023-12-06-02-53-25-90b12999-6e9b-474f-a224-4a5db66b6a58.jpg,https://www.rumah123.com/properti/sleman/hos15690283/
Rumah Murah Siap Huni Seturan Depok Sleman Area Kampus,"Depok, Sleman",depok sleman,1500000000,3,2,1,130,100,0.413407821,0.222222222,0.1,0,0.473913043,0.464114833,rumah murah siap huni tur depok sleman area kampus,shm lt 130m lb 100m ld 9m 3 kamar tidur 2 kamar mandi air sumur 1300w 2 menit kampus stie ykpn upn umb,https://picture.rumah123.com/r123-images/720x420-crop/customer/1799011/2023-12-06-02-24-37-4c914781-318f-4a16-ad46-a64ed7348376.jpg,https://www.rumah123.com/properti/sleman/hos15689931/
Rumah Murah dan cantik di tirtomartani kalasan sleman,"Kalasan, Sleman",kalasan sleman,800000000,3,2,1,141,100,0.217877095,0.222222222,0.1,0,0.52173913,0.464114833,rumah murah cantik tirtomartani kalas sleman,rumah cantik lokasi strategis asri sleman luas 141 luas tanah 141 ld 7 meter luas bangun 100 kamar 3 tidur kamar 2 mandi ruang tamu ruang keluarga dapur garasi carport bonus ac baru 2 kompor gas listrik 1300 air sumur halaman belakang hadap timur lokasi dekat jalan pakemkalasan dekat calon exit tol jogja solo candi prambanan 10 menit bandara adisuciptostasiun maguwo 13 menit dekat rumah makan cafe status shm imb harga 800jt nego milik,https://picture.rumah123.com/r123-images/720x420-crop/customer/1828897/2023-11-29-11-27-19-27374265-ddc4-423a-b40d-6e14b2f466e9.jpg,https://www.rumah123.com/properti/sleman/hos15618328/
Rumah di Pondok Intan Permai Yogyakarta Siap Huni,"Tegalrejo, Yogyakarta",tegalrejo yogyakarta,2200000000,4,4,2,168,154,0.608938547,0.333333333,0.3,1,0.639130435,0.722488038,rumah pondok intan permai yogyakarta siap huni,jual jual rumah pondok intan permai yogyakarta rp 22m pondok intan permai lt 154 lb 168 2 lantai kt 4 km 4 kitchen set listrik 4400w air sumur hadap tenggara parkir 3 mobil legalitas hgb lanjut kpr imb harga 22m me,https://pic.rumah123.com/r123/720x420-crop/house/ho15/15619940/original/hos15619940-rumah-di-jual-di-tegalrejo-di-yogyakarta-17012399840705.jpg,https://www.rumah123.com/properti/yogyakarta/hos15619940/
Rumah di Pondok Intan Permai Yogyakarta Siap Huni,"Tegalrejo, Yogyakarta",tegalrejo yogyakarta,2200000000,4,4,2,168,154,0.608938547,0.333333333,0.3,1,0.639130435,0.722488038,rumah pondok intan permai yogyakarta siap huni,jual jual rumah pondok intan permai yogyakarta rp 22m pondok intan permai lt 154 lb 168 2 lantai kt 4 km 4 kitchen set listrik 4400w air sumur hadap tenggara parkir 3 mobil legalitas hgb lanjut kpr imb harga 22m me,https://pic.rumah123.com/r123/720x420-crop/house/ho15/15619949/original/hos15619949-rumah-di-jual-di-tegalrejo-di-yogyakarta-17012400011472.jpg,https://www.rumah123.com/properti/yogyakarta/hos15619949/
Rumah di Pondok Intan Permai Yogyakarta Siap Huni,"Tegalrejo, Yogyakarta",tegalrejo yogyakarta,2200000000,4,4,2,168,154,0.608938547,0.333333333,0.3,1,0.639130435,0.722488038,rumah pondok intan permai yogyakarta siap huni,jual jual rumah pondok intan permai yogyakarta rp 22m pondok intan permai lt 154 lb 168 2 lantai kt 4 km 4 kitchen set listrik 4400w air sumur hadap tenggara parkir 3 mobil legalitas hgb lanjut kpr imb harga 22m me,https://pic.rumah123.com/r123/720x420-crop/house/ho15/15619929/original/hos15619929-rumah-di-jual-di-tegalrejo-di-yogyakarta-17012399719281.jpg,https://www.rumah123.com/properti/yogyakarta/hos15619929/
Rumah di Pondok Intan Permai Yogyakarta Siap Huni,"Tegalrejo, Yogyakarta",tegalrejo yogyakarta,2200000000,4,4,2,168,154,0.608938547,0.333333333,0.3,1,0.639130435,0.722488038,rumah pondok intan permai yogyakarta siap huni,jual jual rumah pondok intan permai yogyakarta rp 22m pondok intan permai lt 154 lb 168 2 lantai kt 4 km 4 kitchen set listrik 4400w air sumur hadap tenggara parkir 3 mobil legalitas hgb lanjut kpr imb harga 22m me,https://pic.rumah123.com/r123/720x420-crop/house/ho15/15619938/original/hos15619938-rumah-di-jual-di-tegalrejo-di-yogyakarta-17012399827902.jpg,https://www.rumah123.com/properti/yogyakarta/hos15619938/
Rumah di Pondok Intan Permai Yogyakarta Siap Huni,"Tegalrejo, Yogyakarta",tegalrejo yogyakarta,2200000000,4,4,2,168,154,0.608938547,0.333333333,0.3,1,0.639130435,0.722488038,rumah pondok intan permai yogyakarta siap huni,jual jual rumah pondok intan permai yogyakarta rp 22m pondok intan permai lt 154 lb 168 2 lantai kt 4 km 4 kitchen set listrik 4400w air sumur hadap tenggara parkir 3 mobil legalitas hgb lanjut kpr imb harga 22m me,https://pic.rumah123.com/r123/720x420-crop/house/ho15/15619624/original/hos15619624-rumah-di-jual-di-tegalrejo-di-yogyakarta-1701238652819.jpg,https://www.rumah123.com/properti/yogyakarta/hos15619624/
Rumah di Pondok Intan Permai Yogyakarta Siap Huni,"Tegalrejo, Yogyakarta",tegalrejo yogyakarta,2200000000,4,4,2,168,154,0.608938547,0.333333333,0.3,1,0.639130435,0.722488038,rumah pondok intan permai yogyakarta siap huni,jual jual rumah pondok intan permai yogyakarta rp 22m pondok intan permai lt 154 lb 168 2 lantai kt 4 km 4 kitchen set listrik 4400w air sumur hadap tenggara parkir 3 mobil legalitas hgb lanjut kpr imb harga 22m me,https://pic.rumah123.com/r123/720x420-crop/house/ho15/15619927/original/hos15619927-rumah-di-jual-di-tegalrejo-di-yogyakarta-17012399689678.jpg,https://www.rumah123.com/properti/yogyakarta/hos15619927/
Rumah di Pondok Intan Permai Yogyakarta Siap Huni,"Tegalrejo, Yogyakarta",tegalrejo yogyakarta,2200000000,4,4,2,168,154,0.608938547,0.333333333,0.3,1,0.639130435,0.722488038,rumah pondok intan permai yogyakarta siap huni,jual jual rumah pondok intan permai yogyakarta rp 22m pondok intan permai lt 154 lb 168 2 lantai kt 4 km 4 kitchen set listrik 4400w air sumur hadap tenggara parkir 3 mobil legalitas hgb lanjut kpr imb harga 22m me,https://pic.rumah123.com/r123/720x420-crop/house/ho15/15619931/original/hos15619931-rumah-di-jual-di-tegalrejo-di-yogyakarta-17012399726245.jpg,https://www.rumah123.com/properti/yogyakarta/hos15619931/
Rumah di Pondok Intan Permai Yogyakarta Siap Huni,"Tegalrejo, Yogyakarta",tegalrejo yogyakarta,2200000000,4,4,2,168,154,0.608938547,0.333333333,0.3,1,0.639130435,0.722488038,rumah pondok intan permai yogyakarta siap huni,jual jual rumah pondok intan permai yogyakarta rp 22m pondok intan permai lt 154 lb 168 2 lantai kt 4 km 4 kitchen set listrik 4400w air sumur hadap tenggara parkir 3 mobil legalitas hgb lanjut kpr imb harga 22m me,https://pic.rumah123.com/r123/720x420-crop/house/ho15/15619951/original/hos15619951-rumah-di-jual-di-tegalrejo-di-yogyakarta-17012400018219.jpg,https://www.rumah123.com/properti/yogyakarta/hos15619951/
Rumah di Pondok Intan Permai Yogyakarta Siap Huni,"Tegalrejo, Yogyakarta",tegalrejo yogyakarta,2200000000,4,4,2,168,154,0.608938547,0.333333333,0.3,1,0.639130435,0.722488038,rumah pondok intan permai yogyakarta siap huni,jual jual rumah pondok intan permai yogyakarta rp 22m pondok intan permai lt 154 lb 168 2 lantai kt 4 km 4 kitchen set listrik 4400w air sumur hadap tenggara parkir 3 mobil legalitas hgb lanjut kpr imb harga 22m me,https://pic.rumah123.com/r123/720x420-crop/house/ho15/15619563/original/hos15619563-rumah-di-jual-di-tegalrejo-di-yogyakarta-17012383848995.jpg,https://www.rumah123.com/properti/yogyakarta/hos15619563/
Rumah Baru Dalam Perumahan di Sewon JL Parangtritis Utara Kampus ISI,"Sewon, Bantul",sewon bantul,990000000,3,2,1,85,85,0.270949721,0.222222222,0.1,0,0.27826087,0.392344498,rumah baru rumah won jl parangtritis utara kampus isi,rumah baru rumah won jl parangtritis utara kampus isi luas tanah 85 m2 luas bangun 85 m2 jumlah lantai 2 kamar tidur 3 kamar mandi 2 ruang tamu ruang keluarga ruang makan dapur carport taman lingkung akses jalan mobil papas lingkung rumah dekat samsat bantul dekat kampus isi dekat kampus ateka legalitas shm imb harga 990 juta nego,https://picture.rumah123.com/r123-images/720x420-crop/customer/1537704/2023-11-29-03-38-52-8deba0a3-256a-4f02-8fc9-73e85794a98e.jpg,https://www.rumah123.com/properti/bantul/hos15617361/
Rumah Dengan Tanah Luas Dalam Perumahan Citra Grand Mutiara Jalan Wates,"Sedayu, Bantul",sedayu bantul,1900000000,3,3,2,215,210,0.525139665,0.222222222,0.2,1,0.843478261,0.990430622,rumah tanah luas rumah citra grand mutiara jalan wates,rumah tanah luas rumah citra grand mutiara jalan wates luas tanah 210 m2 luas bangun 215 m2 jumlah lantai 2 kamar tidur 3 kamar mandi 3 ruang tamu ruang keluarga ruang makan dapur carport taman halaman belakang luas lingkung akses jalan paving mobil simpang lingkung rumah dekat rumah sakit mitra sehat dekat kampus mercubuana 10 menit pusat kota legalitas hgb naik shm imb harga 19 m nego,https://picture.rumah123.com/r123-images/720x420-crop/customer/1537704/2023-11-29-03-29-35-d859fe56-8b0e-431c-8c64-cbc8a217f56f.jpg,https://www.rumah123.com/properti/bantul/hos15617204/
Rumah Baru Siap Bangun Dalam Perumahan di Jalan Palagan Km 10 Desain,"Ngaglik, Sleman",ngaglik sleman,2950000000,4,4,2,210,204,0.818435754,0.333333333,0.3,1,0.82173913,0.961722488,rumah baru siap bangun rumah jalan palagan km 10 desain,rumah baru siap bangun rumah jalan palagan km 10 desain bebas luas tanah 204 m2 luas bangun 210 m2 jumlah lantai 2 kamar tidur 4 kamar mandi 4 ruang tamu ruang keluarga ruang makan dapur carport 2 mobil taman lingkung akses jalan paving mobil simpang akses rumah pinggir jalan besar lingkung rumah dekat cafe restoran rs dekat sch legalitas hgb naik shm imb harga 295 m nego nb unit foto unit sudah jual unit available siap bangun desain bebas sesuai selera konsumen bonus free sewa rumah 1 tahun lama proses bangun rumah jalan,https://picture.rumah123.com/r123-images/720x420-crop/customer/1537704/2023-11-29-03-10-11-d0e187e0-4bba-43b9-ba7f-eb1ed764751e.jpg,https://www.rumah123.com/properti/sleman/hos15616855/
Properti Mewah Berbah Dijual Rumah 2 Lantai Fasilitas Premium,"Berbah, Sleman",berbah sleman,1350000000,3,2,1,103,100,0.37150838,0.222222222,0.1,0,0.356521739,0.464114833,properti mewah bah jual rumah 2 lantai fasilitas premium,dkirana maison huni 2 lantai desain elegan tanah luas kolam renang pribadi jacuzzi tiap unit lokasi 3 menit jalan raya solojogja dkirana maison dekat beberapa fasilitas umum sekitar kampus ukrim aau upn atma jaya rs islam yogyakarta mall ambarukmo plaza 5 menit malioboro 5 menit rencana exit tol purwomartani bandara adisucipto rumah 2 lantai milik 2 pilih type type 110 kt 2km mewah kolam renang pribadi type 100 3 kt 2 km nyaman jacuzzi marketing galery jl ring road bar 7c banyuraden gamping,https://picture.rumah123.com/r123-images/720x420-crop/customer/1840787/2023-11-22-14-06-21-a9b69b41-2094-4b0f-acc0-f0128c5c04a1.png,https://www.rumah123.com/properti/sleman/hos15556285/
Penawaran Spesial Rumah Mewah American Style di Sleman Bonus 4 Ac,"Berbah, Sleman",berbah sleman,1350000000,3,2,1,103,100,0.37150838,0.222222222,0.1,0,0.356521739,0.464114833,tawar spesial rumah mewah american style sleman bonus 4 ac,dkirana maison huni 2 lantai desain elegan tanah luas kolam renang pribadi jacuzzi tiap unit lokasi 3 menit jalan raya solojogja dkirana maison dekat beberapa fasilitas umum sekitar kampus ukrim aau upn atma jaya rs islam yogyakarta mall ambarukmo plaza 5 menit malioboro 5 menit rencana exit tol purwomartani bandara adisucipto rumah 2 lantai milik 2 pilih type type 110 kt 2km mewah kolam renang pribadi type 100 3 kt 2 km nyaman jacuzzi marketing galery jl ring road bar 7c banyuraden gamping,https://picture.rumah123.com/r123-images/720x420-crop/customer/1840787/2023-11-22-13-32-28-88a4eeff-38a5-4486-ae7a-9be3ca74ad5d.jpg,https://www.rumah123.com/properti/sleman/hos15556141/
Rumah Modern Cantik di Dekat LPMP Kalasan Sleman Yogyakarta,"Kalasan, Sleman",kalasan sleman,675000000,3,2,1,107,100,0.182960894,0.222222222,0.1,0,0.373913043,0.464114833,rumah modern cantik dekat lpmp kalas sleman yogyakarta,rumah baru mewah kualitas istimewa harga murah banget dekat kantor lpmp kalas harga 675 juta nego temu milik legalitas shm pbg maghnet kawasan dekat kua kalas dekat bale desa tirtomartani dekat kantor kemendagri dekat rs bhayangakara dekat bagai sekolah spesifikasi luas tanah 107 luas bangunan100 3 kamar tidur 2 kamar mandi ruang tamu ruang keluarga dapur luas carport garasi lantai granit listrik 1300 watt air sumur yukk monggo yg mau survey bs damping senang hati info survey sama yunan omahe jogja wa 081932288xxx follow ig omahejogja wwwomahejogjaid,https://picture.rumah123.com/r123-images/720x420-crop/customer/244906/2023-11-22-13-00-41-878c7247-4543-4b18-8c87-4e026fde1a09.jpg,https://www.rumah123.com/properti/sleman/hos15555898/
RUMAH BAGUS DI LINGKUNGAN AMAN  NYAMAN DI BANTUL,"Sewon, Bantul",sewon bantul,820000000,2,1,1,105,85,0.223463687,0.111111111,0,0,0.365217391,0.392344498,rumah bagus lingkung aman nyaman bantul,02 jual rumah rumah lokasi jalan parangtritis won bantul yogyakarta harga 820 juta nego luas tanah 105 m luas bangun 85 m bangun 1 lantai kamar tidur 2 kamar mandi 1 ruang tamu ruang keluarga ruang makan dapur carpot taman legalitas shm imb akses jalan mobil papas security 24 jam onegate system dekat kampus isi dekat samsat won dekat pusat kota jogja dekat banyak fasilitas umum cocok huni investasi,https://picture.rumah123.com/r123-images/720x420-crop/customer/1903945/2023-11-22-09-18-08-1450de76-a592-45e4-b891-437ed7a63e1d.jpg,https://www.rumah123.com/properti/bantul/hos15553869/
