Judul,Lokasi,Lokasi_Clean,Harga,Kamar,WC,Parkir,Luas_Tanah,Luas_Bangunan,Harga_Normalized,Kamar_Normalized,WC_Normalized,Parkir_Normalized,Luas_Tanah_Normalized,Luas_Bangunan_Normalized,Judul_Clean,Deskripsi_Clean,Image_Link,Property_Link
Megah Berkualitas Tiada Batas Lokasi Dekat Hyatt Regency Hotel,"Ngaglik, Sleman",ngaglik sleman,1720000000,3,3,1,136,111,0.474860335,0.222222222,0.2,0,0.5,0.516746411,megah kualitas tiada batas lokasi dekat hyatt regency hotel,kode atk lokasi 500 meter jalan kapten haryadi jl kaliurang km 9 10 menit hyatt regency palagan 13 menit sleman city hall 15 menit jogja bay 16 menit kampus uii kaliurang 16 menit kampus ugm jangan takut hubung core property consultant alam lebih 6 tahun jadi partner dalam cari huni baik jogja hubung untuk info detail pilih properti lain,https://picture.rumah123.com/r123-images/720x420-crop/customer/1755814/b678cb9fb8cea6e0db9c04fd16af4b59.jpg,https://www.rumah123.com/properti/sleman/hos17175300/
Rumah Baru 3 Unit Mewah Limasan Harga Murah Area Perumahan Di Jalan Kaliurang Km 13 Dekat Sma N 2 Ngaglik Dan Spbu Mindi Sleman,"Ngemplak, Sleman",ngemplak sleman,650000000,3,2,1,90,65,0.175977654,0.222222222,0.1,0,0.3,0.296650718,rumah baru 3 unit mewah limas harga murah area rumah jalan kaliurang km 13 dekat sma n 2 ngaglik spbu mindi sleman,rumah baru mewah limas mini cluster madinah residence jalan kaliurang km13 dekat sma n 2 ngaglik sleman maghnet kawasan dekat spbu mindi dekat kampus uii pppg kes dekat pasar jangkang dekat puskesmas dekat perum wana praja dekat kuliner bakso pikul dekat kafe sabin total 3 unit type 6590 650 juta type 85114 775 juta type 90116 845 juta legalitas shm pbg spesifikasi 3 kamar tidur 2 kamar mandi ruang tamu ruang keluarga dapur luas area cuci jemur listrik 1300watt air sumur bor carport luas hadap utara bonus kanopi pagar yukk monggo yg mau survey bs damping senang hati info detail ayanti sahabat properti wa 085 7800 5xxx0,https://picture.rumah123.com/r123-images/720x420-crop/customer/65490/fb6d70e769249903e2ca28d556af6950.jpg,https://www.rumah123.com/properti/sleman/hos16965350/
Rumah Besar Murah  Tanahnya 210m Lhocarpot Bisa 2 Mobillingkungan Nyaman,"Purwomartani, Sleman",purwomartani sleman,750000000,3,1,2,210,170,0.203910615,0.222222222,0,1,0.82173913,0.799043062,rumah besar murah tanah 210m lhocarpot 2 mobillingkungan nyaman,murah banget jarang 10 menit ke kampus sanata dharma rumah murah tanah luas lho210m harga 750 juta nego akses jalan mobil papas dekat tempat ibadah dekat indomart alfamart dekat apotik rumah sakit dekat kampus unriyo lingkung sangat nyaman bersih jalan utama dekat dekat bagai tempat kuliner akses jalan yg sangat mudah mana lingkung yg sangat sahabat carpot 2 mobil dekat wisata joggjabay lingkung ramai aman tempat tinggal pribadi sangat nyaman investasi kontrak isi dekat pasar tradisional ayoo buruuan cek dulu gpppasti suka info lebih jelas hubung rully wa 087834461xxx cari rumah dijogja dekat kampus purwomartani rumahdijual rumahtanahnyaluas rumahdijogja rumahjogja maguwoharjo dekatkampus info inforumah inforumahdijual infojogja infodijual malioboro jogja yogyakarta infomurah viral fyp inforumahmurah jualrumah dijualrumah rumahtanahjogja tanahluas rumahtanahluas luas properti infopropertijogja infopropertimurah infopropertidijual dijualrumahjogja jogjarumahkita jalanjalanjogja belirumah belirumahdijogja rumahmurahdijogja,https://picture.rumah123.com/r123-images/720x420-crop/customer/736001/d170bf39312c5654d0178d50f99f58c6.jpg,https://www.rumah123.com/properti/sleman/hos18631640/
Perumahan Fasilitas Kolam Renang Timur Balai Kota Yogya,"Umbulharjo, Yogyakarta",umbulharjo yogyakarta,1700000000,3,2,1,74,63,0.469273743,0.222222222,0.1,0,0.230434783,0.28708134,rumah fasilitas kolam renang timur balai kota yogya,istimewa huni kelas daerah kodya full akses lengkap fasilitas privat pool dekat kusumanegara balai kota harga rp 1700000xxx nego spesifikasi luas tanah 63 luas bangun 74 legalitas shm imb kamar tidur 3 ruang kamar mandi 2 ruang tingkat lantai 2 lantai car port 1 mobil 2 motor daya listrik 1300 watt sumber air sumur lantai granit akses jalan mobil simpang nilai plus properti rumah siap bangun rumah nyaman kpr cash tahap dekat fasilitas umum full akses info lokasi dekat mandala krida timoho dekat uin suka apmd dekat sma negri 8 gembira loka info surve lokasi yang serius cari property,https://picture.rumah123.com/r123-images/720x420-crop/customer/2124821/c5f02d8a23bf6555f24f32f1f3f3e525.jpg,https://www.rumah123.com/properti/yogyakarta/hos18697244/
Rumah Baru 3 Unit Mewah Limasan Harga Murah Area Perumahan Di Jalan Kaliurang Km 13 Dekat Sma N 2 Ngaglik Dan Spbu Mindi Sleman,"Ngemplak, Sleman",ngemplak sleman,650000000,3,2,1,90,65,0.175977654,0.222222222,0.1,0,0.3,0.296650718,rumah baru 3 unit mewah limas harga murah area rumah jalan kaliurang km 13 dekat sma n 2 ngaglik spbu mindi sleman,rumah baru mewah limas mini cluster madinah residence jalan kaliurang km13 dekat sma n 2 ngaglik sleman maghnet kawasan dekat spbu mindi dekat kampus uii pppg kes dekat pasar jangkang dekat puskesmas dekat perum wana praja dekat kuliner bakso pikul dekat kafe sabin total 3 unit type 6590 650 juta type 85114 775 juta type 90116 845 juta legalitas shm pbg spesifikasi 3 kamar tidur 2 kamar mandi ruang tamu ruang keluarga dapur luas area cuci jemur listrik 1300watt air sumur bor carport luas hadap utara bonus kanopi pagar yukk monggo yg mau survey bs damping senang hati info detail ayanti sahabat properti wa 085 7800 5xxx0,https://picture.rumah123.com/r123-images/720x420-crop/customer/65490/fb6d70e769249903e2ca28d556af6950.jpg,https://www.rumah123.com/properti/sleman/hos16965350/
Rumah Besar Murah  Tanahnya 210m Lhocarpot Bisa 2 Mobillingkungan Nyaman,"Purwomartani, Sleman",purwomartani sleman,750000000,3,1,2,210,170,0.203910615,0.222222222,0,1,0.82173913,0.799043062,rumah besar murah tanah 210m lhocarpot 2 mobillingkungan nyaman,murah banget jarang 10 menit ke kampus sanata dharma rumah murah tanah luas lho210m harga 750 juta nego akses jalan mobil papas dekat tempat ibadah dekat indomart alfamart dekat apotik rumah sakit dekat kampus unriyo lingkung sangat nyaman bersih jalan utama dekat dekat bagai tempat kuliner akses jalan yg sangat mudah mana lingkung yg sangat sahabat carpot 2 mobil dekat wisata joggjabay lingkung ramai aman tempat tinggal pribadi sangat nyaman investasi kontrak isi dekat pasar tradisional ayoo buruuan cek dulu gpppasti suka info lebih jelas hubung rully wa 087834461xxx cari rumah dijogja dekat kampus purwomartani rumahdijual rumahtanahnyaluas rumahdijogja rumahjogja maguwoharjo dekatkampus info inforumah inforumahdijual infojogja infodijual malioboro jogja yogyakarta infomurah viral fyp inforumahmurah jualrumah dijualrumah rumahtanahjogja tanahluas rumahtanahluas luas properti infopropertijogja infopropertimurah infopropertidijual dijualrumahjogja jogjarumahkita jalanjalanjogja belirumah belirumahdijogja rumahmurahdijogja,https://picture.rumah123.com/r123-images/720x420-crop/customer/736001/d170bf39312c5654d0178d50f99f58c6.jpg,https://www.rumah123.com/properti/sleman/hos18631640/
Banting Hargadekat Kotarumah Mezzanine 15 Strategis Dekat Umy,"Tegalrejo, Yogyakarta",tegalrejo yogyakarta,549000000,3,1,1,82,49,0.147765363,0.222222222,0,0,0.265217391,0.220095694,banting hargadekat kotarumah mezzanine 15 strategis dekat umy,turun harga rumah huni 15 lantai mezzanine nyaman sejuk asri dekat kampus umy yogya cocok huni keluarga bagus untuk investasi lokasi strategis ada dekat kampus umy kawasan potensial dekat area kuliner harga rp 570 juta turun harga 550 jt nego siap huni type 45 luas 82 2 kamar tidur 1 ruang mezzanine 1 kamar mandi dapur furnished carport canopy bonus ac water heather lokasi dekat lapang kasihan dekat kampus umy 15 menit pusat kota jogja akses mudah fasum ada spesifikasi bangun premium kpr cash maupun cash tahap harga bisa ubah waktu more info silah hubung kontak sedia,https://picture.rumah123.com/r123-images/720x420-crop/customer/1633106/fc980d94c76ccc85b892caad86cb6ea8.jpg,https://www.rumah123.com/properti/yogyakarta/hos18733401/
Murah Istimewa Rumah Baru Mewah Limasan Modern Dengan Tata Ruang Lega Di Jalan Kaliurang Km 13 Ngemplak Sleman Dekat Pasar Jangkang,"Ngemplak, Sleman",ngemplak sleman,799000000,3,2,1,126,90,0.217597765,0.222222222,0.1,0,0.456521739,0.416267943,murah istimewa rumah baru mewah limas modern tata ruang lega jalan kaliurang km 13 ngemplak sleman dekat pasar jangkang,murah istimewa murah istimewa murah istimewa rumah baru mewah limas istimewa tata ruang lega jalan kaliurang km 13 ngemplak sleman dekat pasar jangkang pondok indah residence 1 akses jalan simpang cluster unit b3 harga 799 juta nego legalitas shm pbg free bbn ajb pagar kanopi maghnet kawasan dekat kampus uii dekat pasar jangkang dekat rs kemas dekat puskesmas dekat polsek ngemplak dekat banyak rumah dekat kua ngemplak spesifikasi type 90 luas tanah 126 3 kamar tidur 2 kamar mandi ruang tamu ruang keluarga dapur luas carport listrik 1300 watt air sumur hadap selatan yukk monggo2 yg mau survey bs damping senang hati info detail ayanti 085 7800 5xxx0,https://picture.rumah123.com/r123-images/720x420-crop/customer/65490/c6796fb8466220ec460a413f592088ac.jpg,https://www.rumah123.com/properti/sleman/hos18688099/
Dijual Rumah Siap Huni Murah Dekat Jalan Imogiri Timur Jogja 185 Juta All in,"Jetis, Bantul",jetis bantul,185000000,2,1,1,60,27,0.046089385,0.111111111,0,0,0.169565217,0.114832536,jual rumah siap huni murah dekat jalan imogiri timur jogja 185 juta all in,jual rumah siap huni murah dekat jalan imogiri timur jogja 185 juta allin rumah paling laris sindet bantul 4 menit jalan raya imogiri timur dekat giwang banyak fasilitas umum selling point 19 menit 77km terminal giwang 5 menit 18km taman pelangi 4 menit 16km rs nur hidayah 4 menit 16km jln raya imogiri timur 6 menit 23km sma n 1 jetis,https://picture.rumah123.com/r123-images/720x420-crop/customer/1501422/47d32a78bab5ee6f9d06357c0a09edad.jpg,https://www.rumah123.com/properti/bantul/hos18682243/
Dijual Rumah Cantik 2 Lantai Dekat Jogja Expo Center,"Banguntapan, Bantul",banguntapan bantul,1270000000,3,2,1,101,91,0.349162011,0.222222222,0.1,0,0.347826087,0.421052632,jual rumah cantik 2 lantai dekat jogja expo center,jual rumah cantik 2 lantai dekat jogja expo center huni mewah 2 lantai desain bangun modern cantik lokasi sangat strategis dekat pusat didik belanja kawasan bisnis cocok investasi akses point dekat tempat ibadah dekat tempat belanja 10m kopi luwak mataram 2 menit akademi teknik pir 5 menit stipram 5 menit sd kotagede smpn 9 yogyakarta sman 5 yogyakarta 6 menit gembira loka zoo 7 menit jec 10 menit terminal giwang 16 menit malioboro,https://picture.rumah123.com/r123-images/720x420-crop/customer/1501422/84d2c04bcf001c65e30bed3282d27698.jpg,https://www.rumah123.com/properti/bantul/hos18681809/
Rumah Mewah Strategis Fully Furnished Dalam Perumahan Elite Mega Asri Security 24 Jam Di Jalan Kaliurang Km 9 Ngaglik Sleman,"Ngaglik, Sleman",ngaglik sleman,1670000000,3,2,2,153,130,0.460893855,0.222222222,0.1,1,0.573913043,0.607655502,rumah mewah strategis fully furnished rumah elite mega asri security 24 jam jalan kaliurang km 9 ngaglik sleman,rumah mewah strategis fully furnished komplek rumah elite jalan kaliurang km 9 ngaglik sleman yogyakarta rumah elite one gate system satpam 24 jam akses jalan conblok lebar harga 17 milyar nego legalitas shm imb magnet kawasan dekat jalan damai dekat kampus uii ugm deket superindo kentung jakal dekat pasar gentan dekat sentra kuliner dekat alfamidi spesifikasi luas tanah 153 luas bangun 130 3 kamar tidur 2 kamar mandi ruang tamu ruang makan ruang keluarga ruang cuci jemur dapur cantik carport taman listrik 2200 watt survei lokasi mohon dadak buat janji lebih agar bisa layan dengan baik terimakasih info detail ayanti sahabat properti wa 085 7800 5xxx0,https://picture.rumah123.com/r123-images/720x420-crop/customer/65490/ad3f879acd284d1414292ef09e5d8582.jpg,https://www.rumah123.com/properti/sleman/hos18633674/
Murah Banget Rumah Baru Fresh Cantik Limasan Modern Dengan Harga Murah Banget Di Tamanmartani Kalasan Sleman Dekat Bogem,"Kalasan, Sleman",kalasan sleman,575000000,3,1,1,103,55,0.155027933,0.222222222,0,0,0.356521739,0.248803828,murah banget rumah baru fresh cantik limas modern harga murah banget tamanmartani kalas sleman dekat bogem,murah banget murah banget murah banget rumah baru fresh cantik limas modern harga murah tamanmartani kalas dekat bogem 4 unit kembar cantik sisa 2 unit harga 575 juta nego legalitas shm pecah pbg kavl a type 55105 sold kavl b type 55103 kavl c type 55103 kavl d type 55112 sold spesifikasi 3 kamar tidur 1 kamar mandi ruang tamu dapur cantik listrik 1300 watt air sumur bor carport luas area jemur sisa tanah luas jalan paving rapi maghnet kawasan dekat bagai sekolah dekat bong supit bogem dekat pasar prambanan dekat candi prambanan dekat resto sendang ayu dekat pusat dawet bogem yukk monggo2 yg mau survey bs damping senang hati info detail ayanti sahabat properti wa 085 7800 5xxx0,https://picture.rumah123.com/r123-images/720x420-crop/customer/65490/abc93501c34c0479700bc7ed808a8430.jpg,https://www.rumah123.com/properti/sleman/hos18633493/
Rumah Murah Konsep Scandinavian Dekat Kampus Di Ambarketawang,"Ngaglik, Sleman",ngaglik sleman,834000000,2,1,1,91,36,0.227374302,0.111111111,0,0,0.304347826,0.157894737,rumah murah konsep scandinavian dekat kampus ambarketawang,rumah modern minimal konsep scandinavian dekat kampus umy ambarketawang sleman yogyakarta promo diskon up to 100 juta sedia tipe 36 45 75 custom denah lho la calesa residence ada lokasi favorit akses mudah bagai sarana umum 3 menit akses jl yogya wates 3 menit rs pku gamping ambarketawang 4 menit pasar induk gamping 4 menit rencana exit tol 5 menit kampus umy dekat kampus lai 10 menit pusat kota malioboro dekat sarana umum lai atm minimarket pusat oleholeh ambarketawang spbu restoran masih banyak lai harga mulai 834 juta cukup dengan 5 juta aman unit nikmat promonya jangan ragu soal legalitas project jamin aman hubung marketing gallery untuk info lebih lanjut yuk agenda survey lokasi segera siap damping follow ig r2mjogja website r2mjogjacom,https://picture.rumah123.com/r123-images/720x420-crop/customer/2109277/d8aad7a39a32fe18b06ecdc769e81a75.jpg,https://www.rumah123.com/properti/sleman/hos18523732/
Rumah Murah Aset BRI Ngaglik Kab Sleman,"Ngaglik, Sleman",ngaglik sleman,1800000000,3,1,2,251,140,0.497206704,0.222222222,0,1,1,0.655502392,rumah murah aset bri ngaglik kab sleman,rumah murah aset bri ngaglik kab sleman,https://picture.rumah123.com/r123-images/720x420-crop/customer/1781882/e84e8677c0c2eb8a01830f17a6baa484.jpg,https://www.rumah123.com/properti/sleman/hos18206577/
Rumah Baru Mewah Premium Semi Furnished Promo Des 24,"Banguntapan, Bantul",banguntapan bantul,1850000000,4,4,1,121,104,0.511173184,0.333333333,0.3,0,0.434782609,0.483253589,rumah baru mewah premium semi furnished promo des 24,rumah baru murah cluster premium promo murah kawasan huni 2 lantai semi furnish modern mewah area gedongkuning dekat sekolah favorit fasilitas sehat fasilitas umum akses jalan 55 m mobil papas spesifikasi ruang luas tanah 104 m2 luas bangun 121 m2 kamar tidur 4 wc 2 wc luar 2 ruang tamu ruang keluarga ruang makan dapur ruang cuci jemur halaman depan halaman belakang carport 2 mobil spesifikasi bangun pondasi cakar ayam batu kali struktur beton tulang dinding bata putihhebel rangka atapatap baja ringanalferon kusenpintu jendela kayu jati lantai granit 60x60 lantai kamar mandi 50x50 dinding kamar mandi 25x40 sanitary closed duduk shower tiang listrik 5500 watt air sumur bor pompa sumersible toren dorong semi furnish ruang tamu ruang keluarga dapur ruang cuci jemur bonus water hitter gorden tv 43 ac 2 unit kulkas sbs microwave oven mesin cuci top loading harga promo,https://picture.rumah123.com/r123-images/720x420-crop/customer/1947582/85e15eb017b056705f6439afb33652e3.jpg,https://www.rumah123.com/properti/bantul/hos17900847/
Rumah Minimalis Modern Di Sakha Residence Kalasan Sleman,"Kalasan, Sleman",kalasan sleman,599000000,1,2,1,90,85,0.161731844,0,0.1,0,0.3,0.392344498,rumah minimal modern sakha residence kalas sleman,rumah sangat cocok keluarga muda punya keluarga kecil rumah ada sakha residence purwomartani kalas sleman rumah sangat sejuk ada lokasi air sumur jernih bersih tidak bau rumah punya luas tanah 90 m2 luas bangun 85 m2 rumah hadap timur hadap selatan rumah ada hook komplek rumah kavling lingkung rumah kavling jalan nya aman tempat main anakanak rumah punya 1 kamar tidur utama 2 kamar mandi listrik 2200 w air sumur rumah konsep rumah tumbuh jadi bangun tanah di belah jadi bangun dengan 2 kamar tidur rp 799000xxx turun jadi rp 599 jt ab230273,https://picture.rumah123.com/r123-images/720x420-crop/customer/1997127/2024-04-30-03-49-59-f7e05ddd-7b4a-4f77-9f45-9063ced53475.png,https://www.rumah123.com/properti/sleman/hos16985502/
Termurah Rumah Siap Huni Strategis D Sleman Barat,"Sleman, Yogyakarta",sleman yogyakarta,350000000,2,1,1,105,50,0.092178771,0.111111111,0,0,0.365217391,0.224880383,murah rumah siap huni strategis d sleman barat,murah rumah siap huni strategis sleman barat selling point kpr dp ringan bantu deal harga murah 350 juta spek type luas 50m2 luas tanah 102 m2 cluster wilayah kembang strategis sleman barat cocok investasi rumah huni cara bayar kpr cash tahap cash legalitas shm imb ready ruang tamu keluarga dapur 2 kamar tidur 1 kamar mndi closed duduk lantai full granit kusen jati atap baja ringan genteng beton listrik 1300 watt carport informasi lebih lanjut silah hubung kontak sedia,https://picture.rumah123.com/r123-images/720x420-crop/customer/1633106/9d52608fd606331bec868eb52be1e8ae.jpg,https://www.rumah123.com/properti/yogyakarta/hos18728884/
Rumah Cantik Murah Terbaru Di Kalasan Sleman,"Kalasan, Sleman",kalasan sleman,550000000,3,2,1,97,45,0.148044693,0.222222222,0.1,0,0.330434783,0.200956938,rumah cantik murah baru kalas sleman,rumah cantik murah baru kalas sleman rumah murah sisa 1 unit 6 unit lokasi strategis kalas selling point 2 menit 650 meter lapang karangnongko 12 menit 57km candi sambisari 9 menit 36km candi prambanan 6 menit 29km candi kalas 6 menit 19km wastu property 6 menit 30km rs bhanyangkara polda diy 6 menit 36km sd kanisius kalas 6 menit 33km rs panti rini,https://picture.rumah123.com/r123-images/720x420-crop/customer/1501422/e5b4afe590b202bb48936ba121222b2e.jpg,https://www.rumah123.com/properti/sleman/hos18676649/
